,title,recommend,clicks,download,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,emotion
5679,Country lub,24,7394,1668,음악,기타,배경음악,광고음악,기타(ETC),BRIGHT,경쾌,ENERGETIC,밝은,상큼,,,미분류
5680,Morning Kiss,203,39517,15780,음악,배경음악,광고음악,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,ENERGETIC,밝은,,,미분류
5681,Rocking,10,3159,1196,음악,배경음악,광고음악,락,기타(ETC),BRIGHT,경쾌,ENERGETIC,밝은,타악기(PERCUSSION),,,미분류
5682,Statesman,19,4754,2071,음악,배경음악,광고음악,열정,기타(ETC),경쾌,ENERGETIC,상큼,FRESH,타악기(PERCUSSION),,,미분류
5683,Story of the queen,46,5597,2195,음악,어두움,배경음악,광고음악,클래식,열정,WHITE,깔끔함,기타(ETC),BRIGHT,,,미분류
5684,Tension,13,2881,691,음악,기타,어두움,배경음악,광고음악,열정,락,판타지,기타(ETC),미스터리,,,미분류
5685,Walking,200,20970,10816,음악,배경음악,광고음악,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,ENERGETIC,밝은,,,미분류
5686,Opening,43,6190,2528,음악,배경음악,광고음악,클래식,열정,기타(ETC),BRIGHT,경쾌,ENERGETIC,밝은,,,미분류
5687,CivilIzation,14,2377,652,음악,기타,배경음악,광고음악,열정,판타지,기타(ETC),미스터리,MYSTERY,경쾌,,,미분류
5688,Extreme Fear,13,3812,1120,음악,기타,어두움,배경음악,광고음악,클래식,열정,기타(ETC),미스터리,MYSTERY,,,미분류
5689,Inner Circle,13,4122,1140,음악,배경음악,광고음악,클래식,열정,판타지,WHITE,깔끔함,기타(ETC),어쿠스틱,,,미분류
5690,TRADITIONAL FOOD,9,2621,807,음악,배경음악,광고음악,열정,판타지,기타(ETC),타악기(PERCUSSION),POWERFUL,FANTASY,SENTIMENTAL,,,미분류
5692,YOUR EYES,42,7395,2599,음악,배경음악,광고음악,열정,WHITE,깔끔함,기타(ETC),경쾌,ENERGETIC,상큼,,,미분류
5693,The Mystery of Nature,8,3063,863,음악,기타,어두움,배경음악,광고음악,기타(ETC),미스터리,MYSTERY,타악기(PERCUSSION),DARK,,,미분류
5694,Water Hit,6,2680,531,음악,배경음악,광고음악,기타(ETC),타악기(PERCUSSION),어쿠스틱,긴박한,TENSION,신스(SYNTH),MAGNIFICIENT,,,미분류
5695,Battle Field,19,3798,1366,음악,어두움,배경음악,광고음악,클래식,판타지,기타(ETC),미스터리,MYSTERY,타악기(PERCUSSION),,,미분류
5696,Brave Heart,20,3923,1158,음악,배경음악,광고음악,클래식,열정,기타(ETC),BRIGHT,밝은,타악기(PERCUSSION),긴박한,,,미분류
5697,Gravity of Love,6,3102,920,음악,기타,어두움,배경음악,광고음악,판타지,기타(ETC),미스터리,MYSTERY,타악기(PERCUSSION),,,미분류
5698,Lonely Heart,18,4067,960,음악,어두움,배경음악,광고음악,열정,기타(ETC),어쿠스틱,DARK,POWERFUL,MAGNIFICIENT,,,미분류
5699,Buterfly's Dream,13,3824,1140,음악,기타,배경음악,광고음악,클래식,열정,기타(ETC),타악기(PERCUSSION),신스(SYNTH),POWERFUL,,,미분류
5700,Road To You,48,5462,2435,음악,배경음악,광고음악,클래식,열정,기타(ETC),BRIGHT,경쾌,ENERGETIC,밝은,,,미분류
5702,The History,12,2997,883,음악,배경음악,광고음악,열정,기타(ETC),POWERFUL,MAGNIFICIENT,웅장,고조되는,MUSICAL,,,미분류
5704,Funky Action,8,3220,929,음악,배경음악,광고음악,열정,기타(ETC),타악기(PERCUSSION),긴박한,TENSION,신스(SYNTH),POWERFUL,,,미분류
5705,Jazz Club,20,5074,2064,음악,어두움,배경음악,광고음악,재즈,WHITE,깔끔함,기타(ETC),타악기(PERCUSSION),DARK,,,미분류
5707,City Key,126,15362,6515,음악,배경음악,광고음악,열정,판타지,기타(ETC),미스터리,MYSTERY,BRIGHT,경쾌,,,미분류
5708,Click Clock,96,15250,5588,음악,배경음악,광고음악,열정,락,기타(ETC),BRIGHT,경쾌,ENERGETIC,밝은,,,미분류
5709,Colors Of Life,197,17091,9139,음악,배경음악,광고음악,클래식,락,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,,,미분류
5710,Crystalight,25,4214,1108,음악,배경음악,광고음악,락,기타(ETC),타악기(PERCUSSION),긴박한,TENSION,신스(SYNTH),고조되는,,,미분류
5711,Cydonia,24,4385,1147,음악,기타,어두움,배경음악,광고음악,댄스,판타지,기타(ETC),미스터리,MYSTERY,,,미분류
5713,Deception,39,5949,2311,음악,어두움,배경음악,광고음악,클래식,열정,판타지,기타(ETC),미스터리,MYSTERY,,,미분류
5715,Dream Of You,43,7574,2390,음악,어두움,배경음악,광고음악,클래식,열정,판타지,기타(ETC),미스터리,MYSTERY,,,미분류
5716,Dreams,183,13830,6685,음악,배경음악,광고음악,클래식,열정,댄스,기타(ETC),타악기(PERCUSSION),긴박한,TENSION,,,미분류
5717,Drop Flaps,17,3718,925,음악,배경음악,광고음악,열정,판타지,기타(ETC),미스터리,MYSTERY,타악기(PERCUSSION),긴박한,,,미분류
5718,Enter the Sunrise,83,9913,4289,음악,배경음악,광고음악,클래식,댄스,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,,,미분류
5719,Don't Give Up The Fight,51,5926,1864,음악,어두움,배경음악,광고음악,클래식,열정,락,판타지,기타(ETC),미스터리,,,미분류
5720,Eternity,27,4419,2258,음악,배경음악,광고음악,댄스,기타(ETC),타악기(PERCUSSION),신스(SYNTH),SENTIMENTAL,몽환적,CHIC,,,미분류
5722,Breakstone,22,4478,1270,음악,배경음악,광고음악,댄스,WHITE,깔끔함,기타(ETC),타악기(PERCUSSION),신스(SYNTH),SENTIMENTAL,,,미분류
5723,A Night In The Forest,32,9040,3524,음악,배경음악,광고음악,기타(ETC),타악기(PERCUSSION),SENTIMENTAL,몽환적,고조되는,MUSICAL,키보드(KEYBOARD),,,미분류
5724,Abstract Reality,51,8321,2768,음악,배경음악,광고음악,열정,댄스,기타(ETC),타악기(PERCUSSION),긴박한,TENSION,신스(SYNTH),,,미분류
5725,All About,110,15496,6327,음악,배경음악,광고음악,클래식,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,ENERGETIC,,,미분류
5726,All Around Us,34,6506,1454,음악,어두움,배경음악,광고음악,열정,댄스,기타(ETC),타악기(PERCUSSION),DARK,긴박한,,,미분류
5729,Awakening,43,6489,2120,음악,배경음악,광고음악,열정,댄스,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),긴박한,,,미분류
5730,Being Alone,19,5222,1162,음악,배경음악,광고음악,댄스,기타(ETC),경쾌,ENERGETIC,상큼,FRESH,타악기(PERCUSSION),,,미분류
5731,Warrior,26,3195,1077,음악,배경음악,광고음악,클래식,열정,락,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),,,미분류
5732,Black Flowers,70,7897,2964,음악,어두움,배경음악,광고음악,클래식,열정,댄스,판타지,기타(ETC),미스터리,,,미분류
5733,Blackout,18,4305,1200,음악,기타,어두움,배경음악,광고음악,기타(ETC),미스터리,MYSTERY,타악기(PERCUSSION),DARK,,,미분류
5734,Blue Wind,72,9959,4747,음악,기타,배경음악,광고음악,락,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,,,미분류
5735,Be Free,100,9675,3837,음악,배경음악,광고음악,클래식,열정,기타(ETC),타악기(PERCUSSION),POWERFUL,SENTIMENTAL,몽환적,,,미분류
5736,Experience,84,9307,4037,음악,배경음악,광고음악,클래식,열정,기타(ETC),신스(SYNTH),POWERFUL,SENTIMENTAL,몽환적,,,미분류
5737,Extraordinary,29,5286,1774,음악,배경음악,광고음악,클래식,댄스,판타지,기타(ETC),미스터리,MYSTERY,타악기(PERCUSSION),,,미분류
5738,Fantasy,40,7124,3279,음악,배경음악,광고음악,클래식,열정,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),어쿠스틱,,,미분류
5739,Maiden Road,54,6700,2925,음악,배경음악,광고음악,클래식,열정,기타(ETC),상큼,FRESH,타악기(PERCUSSION),어쿠스틱,,,미분류
5740,Make It Happen,106,13002,7322,음악,배경음악,광고음악,WHITE,깔끔함,기타(ETC),경쾌,ENERGETIC,상큼,FRESH,,,미분류
5741,Brass 2030,10,2296,654,음악,배경음악,광고음악,열정,댄스,기타(ETC),타악기(PERCUSSION),신스(SYNTH),POWERFUL,고조되는,,,미분류
5742,Camping Car,10,4570,717,음악,배경음악,광고음악,열정,댄스,WHITE,깔끔함,기타(ETC),상큼,FRESH,,,미분류
5743,Did you know,52,10707,4399,음악,배경음악,광고음악,클래식,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,FUN,,,미분류
5744,Lost Planet,10,3823,1126,음악,배경음악,광고음악,열정,댄스,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),신스(SYNTH),,,미분류
5745,Forest,48,6592,2405,음악,배경음악,광고음악,WHITE,깔끔함,기타(ETC),BRIGHT,밝은,상큼,FRESH,,,미분류
5746,Make your self,24,4385,1626,음악,배경음악,광고음악,락,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),조금빠르게,팝,,,미분류
5747,Time to Run,19,4553,1351,음악,기타,어두움,배경음악,광고음악,열정,기타(ETC),타악기(PERCUSSION),DARK,긴박한,,,미분류
5748,Sad Time,44,11840,5824,음악,배경음악,광고음악,WHITE,깔끔함,어쿠스틱,느리게,키보드(KEYBOARD),테마뮤직,SAD,,,우울
5749,Somethin in Us,47,7639,2745,음악,배경음악,광고음악,WHITE,깔끔함,기타(ETC),상큼,FRESH,타악기(PERCUSSION),어쿠스틱,,,미분류
5750,Summer Camp,23,3686,1150,음악,배경음악,광고음악,열정,댄스,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),신스(SYNTH),,,미분류
5751,Franchise,54,8837,4419,음악,배경음악,광고음악,열정,기타(ETC),BRIGHT,경쾌,ENERGETIC,밝은,상큼,,,미분류
5752,Lost Miner,11,2914,871,음악,어두움,배경음악,광고음악,열정,기타(ETC),미스터리,MYSTERY,타악기(PERCUSSION),어쿠스틱,,,미분류
5753,Long Distance,13,3440,935,음악,배경음악,광고음악,클래식,열정,기타(ETC),타악기(PERCUSSION),POWERFUL,SENTIMENTAL,몽환적,,,미분류
5755,Find My Way,28,5172,2111,음악,배경음악,광고음악,클래식,열정,락,기타(ETC),타악기(PERCUSSION),POWERFUL,고조되는,,,미분류
5756,Fly With Me,121,12349,5918,음악,배경음악,광고음악,클래식,댄스,판타지,WHITE,깔끔함,기타(ETC),경쾌,,,미분류
5757,Follow Me,19,4286,1258,음악,어두움,배경음악,광고음악,열정,댄스,판타지,기타(ETC),미스터리,MYSTERY,,,미분류
5758,Golden Room,14,3908,1025,음악,어두움,배경음악,광고음악,댄스,기타(ETC),타악기(PERCUSSION),DARK,긴박한,TENSION,,,미분류
5759,Green Apple,119,11619,5750,음악,기타,배경음악,광고음악,클래식,판타지,기타(ETC),상큼,FRESH,타악기(PERCUSSION),,,미분류
5760,Higher,35,4512,1715,음악,기타,배경음악,광고음악,열정,댄스,기타(ETC),타악기(PERCUSSION),신스(SYNTH),POWERFUL,,,미분류
5762,Holding Back,24,3992,1314,음악,배경음악,광고음악,클래식,열정,판타지,기타(ETC),미스터리,MYSTERY,타악기(PERCUSSION),,,미분류
5763,Let Me Love You 2,24,5290,1671,음악,배경음악,광고음악,클래식,판타지,WHITE,깔끔함,기타(ETC),타악기(PERCUSSION),긴박한,,,미분류
5764,Let Me Love You,40,5491,1683,음악,배경음악,광고음악,클래식,판타지,기타(ETC),타악기(PERCUSSION),FANTASY,MAGNIFICIENT,웅장,,,미분류
5765,Know now,26,4466,1673,음악,배경음악,광고음악,댄스,기타(ETC),경쾌,ENERGETIC,상큼,FRESH,타악기(PERCUSSION),,,미분류
5766,Into Dust,10,3269,920,음악,어두움,배경음악,광고음악,열정,댄스,기타(ETC),타악기(PERCUSSION),DARK,긴박한,,,미분류
5767,I Am,56,7043,3328,음악,배경음악,광고음악,클래식,WHITE,깔끔함,기타(ETC),타악기(PERCUSSION),어쿠스틱,SENTIMENTAL,,,미분류
5768,Wind drop,31,4883,1442,음악,배경음악,광고음악,클래식,기타(ETC),어쿠스틱,드라마,DRAMA,느리게,키보드(KEYBOARD),,,우울
5769,Another girl,30,5013,2394,음악,배경음악,광고음악,열정,락,WHITE,깔끔함,기타(ETC),경쾌,ENERGETIC,,,미분류
5770,속삭임,12,3021,1085,음악,배경음악,광고음악,재즈,열정,댄스,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),,,미분류
5771,Sleep in the water,3,3071,626,음악,배경음악,광고음악,판타지,기타(ETC),미스터리,MYSTERY,상큼,FRESH,타악기(PERCUSSION),,,미분류
5772,Running,4,1923,586,음악,기타,어두움,배경음악,광고음악,열정,기타(ETC),타악기(PERCUSSION),DARK,신스(SYNTH),,,미분류
5773,Wave,6,2052,563,음악,기타,배경음악,광고음악,열정,기타(ETC),타악기(PERCUSSION),신스(SYNTH),POWERFUL,SENTIMENTAL,,,미분류
5774,Head,17,2989,1108,음악,기타,배경음악,광고음악,열정,댄스,WHITE,깔끔함,기타(ETC),BRIGHT,,,미분류
5775,Chillin',18,3805,851,음악,기타,어두움,배경음악,광고음악,열정,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),,,미분류
5777,Dancing,14,3817,1485,음악,기타,배경음악,광고음악,열정,댄스,WHITE,깔끔함,기타(ETC),BRIGHT,,,미분류
5781,Rainbow,30,6159,2089,음악,기타,배경음악,광고음악,열정,댄스,WHITE,깔끔함,기타(ETC),BRIGHT,,,미분류
5784,Gloomy,58,16191,7078,음악,배경음악,광고음악,WHITE,깔끔함,기타(ETC),상큼,FRESH,키보드(KEYBOARD),테마뮤직,,,미분류
5787,Growl,4,1651,446,음악,기타,어두움,배경음악,광고음악,열정,댄스,기타(ETC),경쾌,ENERGETIC,,,미분류
5788,Hiphop,2,2091,610,음악,기타,어두움,배경음악,광고음악,열정,댄스,판타지,WHITE,깔끔함,,,미분류
5789,Retro,21,2608,874,음악,기타,배경음악,광고음악,열정,댄스,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),,,미분류
5790,Cloud,50,11402,5813,음악,기타,배경음악,광고음악,기타(ETC),타악기(PERCUSSION),SENTIMENTAL,몽환적,CHIC,세련,,,미분류
5796,Drive,5,3037,767,음악,기타,배경음악,광고음악,열정,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,,,미분류
5802,Last,3,1765,578,음악,어두움,배경음악,광고음악,열정,기타(ETC),타악기(PERCUSSION),DARK,긴박한,TENSION,,,미분류
5803,Luv,9,2677,827,음악,어두움,배경음악,광고음악,열정,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),DARK,,,미분류
5805,조용 조용,5,2119,696,음악,배경음악,광고음악,열정,기타(ETC),경쾌,FUN,ENERGETIC,코믹,타악기(PERCUSSION),,,미분류
5806,조심하지 않으면,2,1637,523,음악,배경음악,광고음악,열정,기타(ETC),상큼,FRESH,타악기(PERCUSSION),신스(SYNTH),POWERFUL,,,미분류
5807,큰일 났어요,13,3412,1227,음악,배경음악,광고음악,기타(ETC),BRIGHT,경쾌,FUN,ENERGETIC,밝은,코믹,,,미분류
5808,김치가 싫어,2,2047,442,음악,배경음악,광고음악,열정,WHITE,깔끔함,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),,,미분류
5809,꼬꼬댁 꼬꼬댁,4,2076,523,음악,배경음악,광고음악,열정,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),긴박한,TENSION,,,미분류
5810,꼭꼭 숨어라,7,2515,574,음악,배경음악,광고음악,열정,WHITE,깔끔함,기타(ETC),FUN,코믹,타악기(PERCUSSION),,,미분류
5811,동전 한 개,8,2906,799,음악,배경음악,광고음악,열정,기타(ETC),BRIGHT,경쾌,FUN,ENERGETIC,밝은,,,미분류
5812,내가 먼저,7,2620,619,음악,배경음악,광고음악,댄스,WHITE,깔끔함,기타(ETC),경쾌,ENERGETIC,상큼,,,미분류
5813,Wind walk,16,3122,894,음악,배경음악,광고음악,열정,댄스,락,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),,,미분류
5814,거짓말,6,2932,653,음악,배경음악,광고음악,열정,WHITE,깔끔함,기타(ETC),경쾌,ENERGETIC,상큼,,,미분류
5815,나는 나는 명사수,6,2826,754,음악,배경음악,광고음악,열정,기타(ETC),경쾌,FUN,ENERGETIC,코믹,상큼,,,미분류
5816,예쁜 자동차,11,3751,1078,음악,배경음악,광고음악,열정,댄스,기타(ETC),BRIGHT,경쾌,FUN,ENERGETIC,,,미분류
5817,비틀 비틀,5,2858,696,음악,배경음악,광고음악,열정,댄스,WHITE,깔끔함,기타(ETC),경쾌,FUN,,,미분류
5818,기분,27,6877,1684,음악,배경음악,광고음악,열정,WHITE,깔끔함,기타(ETC),경쾌,ENERGETIC,상큼,,,미분류
5819,Jungle,7,1770,579,음악,기타,어두움,배경음악,광고음악,열정,판타지,기타(ETC),미스터리,MYSTERY,,,미분류
5820,이제야 알았어요,9,2867,825,음악,배경음악,광고음악,기타(ETC),BRIGHT,경쾌,ENERGETIC,밝은,상큼,FRESH,,,미분류
5821,짠짜자 잔짠,15,3826,1307,음악,배경음악,광고음악,기타(ETC),BRIGHT,경쾌,FUN,ENERGETIC,밝은,코믹,,,미분류
5822,AI,2,1622,477,음악,배경음악,광고음악,열정,댄스,기타(ETC),타악기(PERCUSSION),긴박한,TENSION,신스(SYNTH),,,미분류
5823,Emergency,4,2078,642,음악,기타,어두움,배경음악,광고음악,열정,댄스,기타(ETC),타악기(PERCUSSION),DARK,,,미분류
5824,God Father,13,2480,691,음악,기타,어두움,배경음악,광고음악,열정,WHITE,깔끔함,기타(ETC),경쾌,,,미분류
5825,Jazz 101,14,3328,1205,음악,배경음악,광고음악,재즈,열정,WHITE,깔끔함,기타(ETC),경쾌,ENERGETIC,,,미분류
5826,Miami,12,2809,967,음악,기타,어두움,배경음악,광고음악,열정,댄스,WHITE,깔끔함,기타(ETC),,,미분류
5828,Stronger,6,2253,649,음악,기타,어두움,배경음악,광고음악,열정,댄스,WHITE,깔끔함,기타(ETC),,,미분류
5829,Tango Hop,4,2167,628,음악,기타,어두움,배경음악,광고음악,클래식,열정,댄스,기타(ETC),타악기(PERCUSSION),,,미분류
5830,높다 낮다,22,3258,1068,음악,기타,배경음악,광고음악,클래식,열정,댄스,WHITE,깔끔함,기타(ETC),,,미분류
5831,바람이 불어오면,27,5256,1654,음악,기타,배경음악,광고음악,열정,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,,,미분류
5832,출전가,19,3882,1564,음악,기타,배경음악,광고음악,클래식,열정,WHITE,깔끔함,기타(ETC),BRIGHT,,,미분류
5833,What,8,2271,689,음악,기타,어두움,배경음악,광고음악,클래식,열정,댄스,기타(ETC),미스터리,,,미분류
5834,Urban Funk,2,2230,579,음악,기타,배경음악,광고음악,열정,기타(ETC),타악기(PERCUSSION),긴박한,TENSION,신스(SYNTH),,,미분류
5835,안녕하셨어요,7,2756,922,음악,배경음악,광고음악,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,ENERGETIC,밝은,,,미분류
5836,Comic,20,4083,1353,음악,배경음악,광고음악,열정,기타(ETC),BRIGHT,경쾌,FUN,ENERGETIC,밝은,,,미분류
5837,Morning Dew,6,2817,768,음악,기타,배경음악,광고음악,열정,댄스,WHITE,깔끔함,기타(ETC),타악기(PERCUSSION),,,미분류
5838,Game,18,3273,1196,음악,기타,어두움,배경음악,광고음악,열정,댄스,판타지,WHITE,깔끔함,,,미분류
5839,99,13,2804,761,음악,기타,어두움,배경음악,광고음악,열정,판타지,기타(ETC),미스터리,MYSTERY,,,미분류
5840,War,6,2387,542,음악,기타,어두움,배경음악,광고음악,열정,댄스,판타지,기타(ETC),미스터리,,,미분류
5841,Second avenue,9,4115,1516,음악,배경음악,광고음악,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,ENERGETIC,밝은,,,미분류
5842,Still good,26,4556,1731,음악,기타,배경음악,광고음악,열정,댄스,기타(ETC),BRIGHT,경쾌,ENERGETIC,,,미분류
5843,Sax appeal,21,2895,1042,음악,기타,배경음악,광고음악,열정,댄스,기타(ETC),미스터리,MYSTERY,경쾌,,,미분류
5844,Like that,13,3543,1020,음악,기타,배경음악,광고음악,열정,댄스,WHITE,깔끔함,기타(ETC),BRIGHT,,,미분류
5846,Bottle of beer,14,2488,654,음악,기타,배경음악,광고음악,열정,댄스,기타(ETC),경쾌,ENERGETIC,상큼,,,미분류
5847,Moon dance,53,7918,3275,음악,배경음악,광고음악,재즈,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,ENERGETIC,,,미분류
5848,Retro city,5,1886,369,음악,기타,배경음악,광고음악,열정,WHITE,깔끔함,기타(ETC),경쾌,ENERGETIC,,,미분류
5855,Point Card,35,5739,2176,음악,기타,배경음악,광고음악,열정,댄스,락,WHITE,깔끔함,기타(ETC),,,미분류
5856,Desperado,7,2196,545,음악,배경음악,광고음악,열정,락,기타(ETC),타악기(PERCUSSION),긴박한,TENSION,POWERFUL,,,미분류
5857,Drive,10,2711,794,음악,배경음악,광고음악,열정,댄스,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),긴박한,,,미분류
5858,Hide&Seek,20,3599,1148,음악,배경음악,광고음악,열정,댄스,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),긴박한,,,미분류
5859,Like a dream,115,12453,6572,음악,배경음악,광고음악,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,ENERGETIC,밝은,,,미분류
5860,City story,10,2449,722,음악,배경음악,광고음악,열정,댄스,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),긴박한,,,미분류
5866,Nonsense,6,2574,659,음악,기타,배경음악,광고음악,댄스,기타(ETC),타악기(PERCUSSION),신스(SYNTH),SENTIMENTAL,몽환적,,,미분류
5868,설화,38,6896,2130,음악,기타,배경음악,광고음악,클래식,열정,판타지,기타(ETC),POWERFUL,FANTASY,,,미분류
5869,Sad Memory,21,4628,1386,음악,어두움,배경음악,광고음악,클래식,기타(ETC),타악기(PERCUSSION),DARK,신스(SYNTH),SENTIMENTAL,,,미분류
5871,Blank,10,2640,678,음악,기타,배경음악,광고음악,클래식,열정,기타(ETC),타악기(PERCUSSION),POWERFUL,SENTIMENTAL,,,미분류
5872,LoveMe,42,8799,2093,음악,기타,어두움,배경음악,광고음악,열정,댄스,기타(ETC),경쾌,ENERGETIC,,,미분류
5873,Latte,31,4538,2140,음악,어두움,배경음악,광고음악,열정,락,기타(ETC),타악기(PERCUSSION),어쿠스틱,DARK,,,미분류
5874,Cheeze,4,1997,448,음악,배경음악,광고음악,열정,락,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),긴박한,,,미분류
5875,Fix Car,9,2418,742,음악,배경음악,광고음악,열정,댄스,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),신스(SYNTH),,,미분류
5876,Drive,9,2431,839,음악,어두움,배경음악,광고음악,기타(ETC),타악기(PERCUSSION),DARK,신스(SYNTH),SENTIMENTAL,몽환적,,,미분류
5877,Fall,60,6217,2868,음악,기타,배경음악,광고음악,열정,댄스,락,기타(ETC),경쾌,ENERGETIC,,,미분류
5878,Face,13,2998,1016,음악,배경음악,광고음악,클래식,열정,댄스,기타(ETC),경쾌,ENERGETIC,상큼,,,미분류
5879,Loft,3,1894,455,음악,기타,어두움,배경음악,광고음악,열정,댄스,기타(ETC),경쾌,ENERGETIC,,,미분류
5880,Bed,48,12607,14279,음악,어두움,배경음악,광고음악,클래식,WHITE,깔끔함,기타(ETC),어쿠스틱,DARK,,,미분류
5882,Potato Chips,31,3129,1132,음악,기타,배경음악,광고음악,열정,댄스,WHITE,깔끔함,기타(ETC),경쾌,,,미분류
5883,Car,7,2046,624,음악,기타,어두움,배경음악,광고음악,열정,판타지,기타(ETC),타악기(PERCUSSION),DARK,,,미분류
5884,July,25,4960,1744,음악,배경음악,광고음악,댄스,락,WHITE,깔끔함,기타(ETC),경쾌,ENERGETIC,,,미분류
5886,Slow,12,3076,1072,음악,배경음악,광고음악,열정,WHITE,깔끔함,기타(ETC),타악기(PERCUSSION),어쿠스틱,POWERFUL,,,미분류
5888,Kuma,4,2172,513,음악,기타,어두움,배경음악,광고음악,열정,댄스,WHITE,깔끔함,기타(ETC),,,미분류
5889,Impatient,9,2978,917,음악,기타,어두움,배경음악,광고음악,클래식,열정,기타(ETC),타악기(PERCUSSION),DARK,,,미분류
5890,Egypt Riot,14,2521,670,음악,어두움,배경음악,광고음악,클래식,열정,판타지,기타(ETC),미스터리,MYSTERY,,,미분류
5895,Chips,9,2389,559,음악,기타,배경음악,광고음악,재즈,WHITE,깔끔함,기타(ETC),타악기(PERCUSSION),신스(SYNTH),,,미분류
5898,Bible,28,3518,1147,음악,기타,배경음악,광고음악,열정,댄스,기타(ETC),경쾌,ENERGETIC,상큼,,,미분류
5900,HalloweenStreet,12,2540,624,음악,기타,어두움,배경음악,광고음악,클래식,열정,판타지,기타(ETC),미스터리,,,미분류
5905,춘천 그리고 가을(권민찬 외 10명),64,15622,161827,가을,음악,피아노,현악기,합주곡,기타(ETC),타악기(PERCUSSION),MAGNIFICIENT,웅장,고조되는,,,미분류
5906,숨바꼭질(꼭꼭숨어라),59,12183,4067,음악,기타,놀이,숨바꼭질,장난,클래식,최보성,기타(ETC),BRIGHT,경쾌,,,미분류
5907,Jazz Cafe,10,4133,762,카페,커피,음악,jazz,재즈,café,WHITE,깔끔함,기타(ETC),타악기(PERCUSSION),,,미분류
5908,퐁당퐁당,14,5185,1390,음악,놀이,물,장난,윤은경,WHITE,깔끔함,기타(ETC),BRIGHT,경쾌,,,미분류
5909,행복을 찾아서,28,8363,2444,희망,음악,새,행복,클래식,조희경,판타지,기타(ETC),BRIGHT,경쾌,,,미분류
5910,나눔 그리고 희망,2,3529,730,희망,음악,기타,기쁨,나눔,한정아,기타(ETC),타악기(PERCUSSION),신스(SYNTH),SENTIMENTAL,,,미분류
5911,즐거운 추억,2,2924,614,추억,음악,피아노,기타,기쁨,정혁준,WHITE,깔끔함,기타(ETC),SENTIMENTAL,,,미분류
5912,참새의 미뉴에트,5,3601,798,희망,음악,새,기쁨,클래식,미뉴에트,기타(ETC),BRIGHT,경쾌,ENERGETIC,,,미분류
5914,Blossom,6,3518,968,꽃,희망,음악,아름다움,고요,클래식,박세임,Blossom,기타(ETC),SENTIMENTAL,,,미분류
5915,Youth,3,2545,390,남성,음악,기타,기쁨,장난,재즈,젊음,최병재,Youth,열정,,,미분류
5916,경주잠자리/철뱅이꽁꽁,11,5583,2267,음악,피아노,아름다움,고요,클래식,정순주,Dragonfly,기타(ETC),MAGNIFICIENT,웅장,,,미분류
5917,새타령 리메이크,4,2811,332,남성,희망,음악,기타,새,리메이크,기쁨,예술가,김대인,타령,,,미분류
5918,긴장 (Tension),0,1605,306,음악,배경음악,관현악,,,,,,,,,,미분류
5919,여름바닷가,2,1576,266,바닷가,해변,여름,창작곡,,,,,,,,,미분류
5920,추억을 보내며,0,1321,166,이별,추억,관현악,창작곡,,,,,,,,,미분류
5921,아침인상,0,1003,157,아침,관현악,창작곡,,,,,,,,,,미분류
5922,Influenza(인플루엔자),1,2469,1454,음악,배경음악,순수음악,WHITE,깔끔함,기타(ETC),경쾌,ENERGETIC,타악기(PERCUSSION),테마뮤직,,,미분류
5923,Many Days(매니 데이즈),10,5907,3124,음악,배경음악,순수음악,기타(ETC),드라마,DRAMA,느리게,키보드(KEYBOARD),테마뮤직,발라드,,,우울
